Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
BM R10001 Neovenator skull for personal dig pits,Pranav iyer,"['Neovenator is a genus of allosaurid dinosaurs from the UK. It lived during the Early Cretacoues Peroid 130–125 (Hauterivian to Barremian stages). The animal is found in the same deposists as Baryonyx and Iguanodon.', 'I tired to color the rocks in the same color as the ones found at wessex where the animal was found.\nThis ones free to download, print and use as a game model or other project (non comercial) as long as you give me credit. This can be printed out and used as a dig pit. prehisotric fury stuff comming later', 'Sources for the 3d model:', 'http://www.paleofile.com/Dinosaurs/Theropods/Neovenator.asp\nhttps://en.wikipedia.org/wiki/Neovenator\nhttps://en.wikipedia.org/wiki/Wessex_Formation\nhttps://www.tandfonline.com/doi/full/10.1080/02724630903416092']",0,12,127,1,n/a,https://sketchfab.com/3d-models/bm-r10001-neovenator-skull-for-personal-dig-pits-001aaad71c0046009e279bc5a3f598b8
Edmontosaurus Cervical Vertebra,Olof Moleman,"['A partial cervical vertebra of an Edmontosaurus. This is only the top half. I’ve mirrored the specimen to recreate some of the missing parts.', 'Location: Lance Creek Formation, WY, USA', 'Age:  Maastrichtian, Late Cretaceous', 'Width:  15.2 cm']",1,n/a,228,3,$3.99 ,https://sketchfab.com/3d-models/edmontosaurus-cervical-vertebra-7c75dfb54f6246e1a939939e30f6b0a8
Edmontosaurus Braincase,Olof Moleman,"['A partial braincase of an Edmontosaurus annectens. There is also a large hole in the top of the skull that goes into the brain cavity. A Tyrannosaurus rex bite mark perhaps?', 'Location: Lance Formation, North Central Niobrara County, eastern Wyoming, USA', 'Age:  Maastrichtian, Late Cretaceous', 'Length: 38 cm']",1,n/a,490,5,$8 ,https://sketchfab.com/3d-models/edmontosaurus-braincase-f821510f4d404534aba242b3398035f6
"""Super Slasher"" Raptor Skeleton in Arizona",John Toeppen,"['This might be a  Deinonychus as it is far too big for a velociraptor.  The footprint in the lower right are a foot long.   This was a big “bird” and some of the good parts were probably carried off long ago.   This was on a large plane and more is likely beneath this.\n  Found in the San Juan River basin in Arizona in the Navajo Nation, a Nation within our Nation. Is this one of these?  ; https://en.wikipedia.org/wiki/Deinonychus   Here is a nearby footprint; https://sketchfab.com/3d-models/velociraptor-footprint-435f31c15bc54c239d49fe23c0d27045']",1,n/a,508,3,$20 ,https://sketchfab.com/3d-models/super-slasher-raptor-skeleton-in-arizona-58fff6d9dd0945779338360c062e0c46
"UW 50602 - Aves, Right Ulna",University of Wyoming Libraries,"['Taxonomy: Aves', 'Birds (Aves) are an ancient group of vertebrate animals, having evolved from dinosaurs. This is the ulna, a strong bone in the wing of a bird. Fossil birds can be very difficult to identify. ', 'Imaged with the David SLS-2 Scanner.']",0,10,32,0,n/a,https://sketchfab.com/3d-models/uw-50602-aves-right-ulna-7509d53798e44b93ac71a4d9a92c3dad
Spinosaur Tooth,Olof Moleman,"['A tooth crown of Spinosaur.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 9 cm']",1,n/a,547,3,$3.99 ,https://sketchfab.com/3d-models/spinosaur-tooth-5c6e4bf7e67d40c58575875fd6ad5b72
Thescelosaur ungual,raymann,"['Ungual of a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,31,171,1,n/a,https://sketchfab.com/3d-models/thescelosaur-ungual-3437e4ce54464f318e48d6d54536c8bb
Abelisaurid Premaxilla Tooth,Olof Moleman,"['A premaxilla tooth of an Abelisaurid theropod.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 1.1 cm']",1,n/a,461,2,$3.99 ,https://sketchfab.com/3d-models/abelisaurid-premaxilla-tooth-0c6e5034f9ad469f8907d8716d4846a0
Thescelosaur left exoccipital,raymann,"['Left exocippital of a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,21,43,1,n/a,https://sketchfab.com/3d-models/thescelosaur-left-exoccipital-7adee825e89e4201a92ad2620d6c5c3c
cf. Sigilmassasaurus Vertebra Centrum,Olof Moleman,"['A centrum of a juvenile spinosaurid dorsal vertebra. Possibly Sigilmassasaurus brevicollis due to the ventral keel and rugose triangular plateau.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 7 cm']",1,n/a,99,4,$4 ,https://sketchfab.com/3d-models/cf-sigilmassasaurus-vertebra-centrum-c6397d7400e34e8c80db6fd078b4526f
Moulage Archeopteryx,Tavernier Amaury,['Moulage en plâtre peint d’un fossile d’Archeopteryx'],0,1,51,2,n/a,https://sketchfab.com/3d-models/moulage-archeopteryx-b32f3255e22d4b80a073e83ca56fd237
Baby Dino Raptor,Puppy3D,"['High-quality Baby Dino Raptor with realistic modeling, perfect topology, and high resolution of polygon make it recommend for:', 'Have fun  :)']",1,n/a,154,2,$15 ,https://sketchfab.com/3d-models/baby-dino-raptor-3a8d881b4ad846c7b284aae34f084b13
Garthu Rex vs Plasmo Rex,EddyZain,['The Garthus Species fight to defend their home.\nThe Plasmous fight because they don’t have one.'],0,25,115,2,n/a,https://sketchfab.com/3d-models/garthu-rex-vs-plasmo-rex-3d72fed5fd38452eadb433b1ce695576
Thescelosaur Frontal,raymann,"['Frontal of a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,16,77,1,n/a,https://sketchfab.com/3d-models/thescelosaur-frontal-dcc1abfb1dae4ba889b922b2d229a916
"UW5162 - Crocodylia, Dermal Scute",University of Wyoming Libraries,"['Taxonomy: Reptilia>Crocodylia', 'Crocodylia, also known as crocodilians, is an order of semi-aquatic predatory reptiles that include modern-day crocodiles, alligators, gharials, and caimans. Crocodilians are the only extant members of the sister group to dinosaurs, and first appeared in the Late Cretaceous. Their teeth are conical, their bite force is among one of the highest of current living animals, and modern crocodilians can be 7 meters in length, though most are around 1-2 meters long as adults. This is a dermal scute, a bone embedded in the skin for protection. ', 'Scanned with the David SLS-2']",0,23,808,1,n/a,https://sketchfab.com/3d-models/uw5162-crocodylia-dermal-scute-f9254fde94044ce7adc5c75b0993f0ae
Hell Creek Triceratops Braincase,Olof Moleman,"['Braincase of a Triceratops horridus from the Hell Creek formation. ', 'Location: Hell Creek Formation, East Montana, USA', 'Age: Maastrichtian, Late Cretaceous']",1,n/a,59,2,$5 ,https://sketchfab.com/3d-models/hell-creek-triceratops-braincase-0450710dd24c498b8dcec33d0afe1dcd
SCP 1265-a Emela Ntouka,NexusSpeedster,"['SCP 1265 is known as the “mesozoic preserve” being a patch of land in the congo, housing live dinosaurs, of the area’s wildlife are undiscovered creatures, under the class SCP 1265-a, these creature do not match any found fossils and are highly aggresive towards people and animals, and this is the one known by the local villages as “Emela Ntouka” meaning “Killer of Elephants”', 'As cool as the story of this thing is, I don’t like the design much, but the SCP foundation isn’t meant to make sense (Plus I’ll do my own take on this thing soon enough)']",0,3,17,0,n/a,https://sketchfab.com/3d-models/scp-1265-a-emela-ntouka-457f5a6b0ff2481183531d8ae35a6888
Spinosaur Ischium,Olof Moleman,"['A partial ischium (hip bone) of a theropod. Probably from juvenile spinosaur. Very similar to the Spinosaurus neotype.\nI have mirrored the specimen to create a paired set of left and right.', 'Location: Taouz, South Morocco', 'Geological Formation:  Ifezouane Formation, Kem Kem Basin', 'Age: Cenomanian, Late Cretaceous']",1,n/a,277,3,$3.99 ,https://sketchfab.com/3d-models/spinosaur-ischium-c8eee938a4104a5686ef30285872aeea
Spinosaur Shoulder Blade,Olof Moleman,"['The right scapula of a Spinosaurid. with large gnaw marks on the lateral side.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous']",1,n/a,352,2,$7 ,https://sketchfab.com/3d-models/spinosaur-shoulder-blade-1359030b1e784b03ae854e01b592588f
Edmontosaurus Coracoids,Olof Moleman,"['A pair of coracoids of an Edmontosaurus annectens. Together with the shoulder blades (scapulae) these make up the shoulders of the animal. On the right coracoid there is also a fragment of the scapula still attached.', 'Location: Hell Creek Formation, South Dakota, USA', 'Age:  Maastrichtian, Late Cretaceous']",1,n/a,125,3,$6 ,https://sketchfab.com/3d-models/edmontosaurus-coracoids-184fd222ca2d44db96eda833d5eb2f7e
Edmontosaurus Pubis,Olof Moleman,"['A partial pubis of an Edmontosaurus annectens. This makes up part of the pelvis of the animal.', 'Location: Hell Creek Formation, Montana, USA', 'Age:  Maastrichtian, Late Cretaceous']",1,n/a,113,2,$4.20 ,https://sketchfab.com/3d-models/edmontosaurus-pubis-52c17a86af724f849457cff3639ee07c
Thescelosaur Basioccipital,raymann,"['Basioccipital of a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,16,40,1,n/a,https://sketchfab.com/3d-models/thescelosaur-basioccipital-fbe64ae4d6de4556b3cdaa663b62594b
Edmontosaurus Toe Bone,Olof Moleman,"['A phalange/toe bone of an Edmontosaurus. ', 'Location: Hell Creek Formation, East of Glendale, MT, USA', 'Age:  Maastrichtian, Late Cretaceous', 'Length:  7 cm']",1,n/a,190,3,$3.99 ,https://sketchfab.com/3d-models/edmontosaurus-toe-bone-34ef155c389f4b1cadea76cde753a8b2
Chasmosaurus Skull Bone With Bites,trilopodfossils,"['Fossil: Chasmosaurus Skull Bone With Bites\nFormation: Judith River Formation\nLocation: Montana, United States, North America\nAge: 79 - 75.3 MYA\nTime Period: Campanian, Cretaceous, Mesozoic\nMeasurements: 10.16cm x 6.9cm x 5.84\nDescription: Chasmosaurus Skull Bone with two noticiable carving lines that look similar to the bite of a therapod. There’s also a few partial ones on it as well.']",0,0,8,0,n/a,https://sketchfab.com/3d-models/chasmosaurus-skull-bone-with-bites-8f0c6bc4abf94d72a48a36fe68122350
Tarbosaurus,AVZ,['Uploaded with 3dScannerApp.com'],0,14,211,1,n/a,https://sketchfab.com/3d-models/tarbosaurus-ee27b3b01aee4c119934eb424ecb9acb
Spinosaurus Caudal Vertebra,Olof Moleman,"['A distal caudal vertebra of a Spinosaurid from Morocco. ', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 5.8 cm']",0,32,165,2,n/a,https://sketchfab.com/3d-models/spinosaurus-caudal-vertebra-ee72f131d28b4b5fa6cf501766c0c665
UMNHVP28348 Acetabulum Rim,WesternScienceCenter,"['UMNHVP28348, partial acetabulum of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,14,128,0,n/a,https://sketchfab.com/3d-models/umnhvp28348-acetabulum-rim-17d76362749c4a2d989168c0db22ff9f
UMNHVP28348 Right MCII,WesternScienceCenter,"['UMNHVP28348, right metacarpal II of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,14,85,0,n/a,https://sketchfab.com/3d-models/umnhvp28348-right-mcii-da7b8aa9b7854012bdc6cfe75bbe3722
Thescelosaurus Toe Bone,Olof Moleman,"['A toe bone (phalange) of a Thescelosaurus.', 'Location: Hell Creek Formation, Garfield County, Montana, USA', 'Age:  Maastrichtian, Late Cretaceous', 'Length:  3 cm']",0,13,206,1,n/a,https://sketchfab.com/3d-models/thescelosaurus-toe-bone-9619f5aca2234655ae48515a5c112b3d
UMNHVP28348 Middle Caudal Centrum,WesternScienceCenter,"['UMNHVP28348, centrum of a middle caudal vertebra of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,12,81,0,n/a,https://sketchfab.com/3d-models/umnhvp28348-middle-caudal-centrum-dd46cc476e7e4e0ca9e8fb92bce013bd
Purussaurus de Ucayali (MRU 17),Digital Dinosaurs,"['Rostrum (snout) of the extinct caiman Purussaurus, from the Ucayali Region of Peru. This creature was one of the largest crocodyliformes ever to have walked the earth, with a body length estimated to be over 10 meters long.', '*3D reconstruction (photogrammetry):  Alec Baines', '*Photography:  John Mead', '*Software:  Reality Capture, Geomagic']",0,25,460,5,n/a,https://sketchfab.com/3d-models/purussaurus-de-ucayali-mru-17-4289ac28802b4ab18cd70d7e03ca43e9
UMNHVP28348 Left pedal digit 4 phalanx 4,WesternScienceCenter,"['UMNHVP28348, 4th phalanx of pedal digit IV of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,15,114,0,n/a,https://sketchfab.com/3d-models/umnhvp28348-left-pedal-digit-4-phalanx-4-2d5a372795aa4fe4a578e2083fc4e1e5
UMNHVP28348 Left pedal digit 4 phalanx 2,WesternScienceCenter,"['UMNHVP28348, 2nd phalanx of pedal digit IV of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,13,91,0,n/a,https://sketchfab.com/3d-models/umnhvp28348-left-pedal-digit-4-phalanx-2-6cb33f3ef3c84c91a953550b9bd8df06
Saurolophine Hadrosaur Coracoid,Olof Moleman,"['A left coracoid of a Saurolophine hadrosaur from Judith River. It seems quite consistent with Brachylophosaurus.', 'Location: Judith River Formation, Montana, USA', 'Age:  Campanian, Late Cretaceous', 'Length:  11.5 cm']",1,n/a,305,2,$3.99 ,https://sketchfab.com/3d-models/saurolophine-hadrosaur-coracoid-2dffff8ad7b846e5bcee5d1947a88f53
"UW40 - Taeniolabis taoensis, Dentary",University of Wyoming Libraries,"['Period/Epoch: Cenozoic / Paleocene', 'State: Wyoming', 'Taxonomy: Mammalia>Multituberculata>Taeniolabididae>Taeniolabis taoensis', 'Taeniolabis (“banded insisor”) is an extinct mulituberculate mammal that lived just after non-avian dinosaurs went extinct in the Paleocene Epoch of Wyoming. Multituberculates, originated during the time of dinosaurs, are known as crown mammals;  they are related but not included in modern day mammal groups of placental, marsupial or monotremes. Taeniolabis is one of the largest known multituberculate and likely looked similar in size and shape to a modern day beaver. Multituberculates are known for their unusual ‘tubercles’ of their teeth, which can be seen in this 3D model. ', 'Scanned with the David SLS-2']",0,16,267,0,n/a,https://sketchfab.com/3d-models/uw40-taeniolabis-taoensis-dentary-43e0ff1ea0c74d789027a45af31798a1
Low Poly Spinosaurus,cartoon dog,"['Spinosaurus (/ˌspaɪnəˈsɔːrəs/; lit.\u2009‘spine lizard’) is a genus of spinosaurid dinosaur that lived in what now is North Africa during the Cenomanian to upper Turonian stages of the Late Cretaceous period, about 99 to 93.5 million years ago.[2][3] The genus was known first from Egyptian remains discovered in 1912 and described by German palaeontologist Ernst Stromer in 1915. The original remains were destroyed in World War II, but additional material came to light in the early 21st century. It is unclear whether one or two species are represented in the fossils reported in the scientific literature. The best known species is S. aegyptiacus from Egypt, although a potential second species, S. maroccanus, has been recovered from Morocco. The contemporary spinosaurid genus Sigilmassasaurus has also been synonymized by some authors with S. aegyptiacus, though other researchers propose it to be a distinct taxon. Another possible junior synonym is Oxalaia from the Alcântara Formation in Brazil.']",0,6,34,2,n/a,https://sketchfab.com/3d-models/low-poly-spinosaurus-bb4b1f3fad4746aeb01e4564db82e6b3
